ImagePath,Type,ImageShape,ImageSize,Herbarium,Bord,Phyllotaxie,TypeFeuille,Ligneux,binaryBord,binaryPhyllotaxie,binaryTypeFeuille,binaryLigneux
Dataset\Test\convolvulaceae\convolvulaceae076.jpg,Test,"(5120, 3259, 3)",50058240,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Dataset\Test\convolvulaceae\convolvulaceae077.jpg,Test,"(5148, 3316, 3)",51212304,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Dataset\Test\convolvulaceae\convolvulaceae078.jpg,Test,"(5175, 3323, 3)",51589575,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Dataset\Test\convolvulaceae\convolvulaceae079.jpg,Test,"(5045, 3268, 3)",49461180,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Dataset\Test\convolvulaceae\convolvulaceae080.jpg,Test,"(5172, 3340, 3)",51823440,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Dataset\Test\desmodium\desmodium071.jpg,Test,"(5069, 3316, 3)",50426412,desmodium,lisse,alterné,composée,non,0,1,1,0
Dataset\Test\desmodium\desmodium072.jpg,Test,"(4942, 3249, 3)",48169674,desmodium,lisse,alterné,composée,non,0,1,1,0
Dataset\Test\desmodium\desmodium073.jpg,Test,"(4933, 3266, 3)",48333534,desmodium,lisse,alterné,composée,non,0,1,1,0
Dataset\Test\desmodium\desmodium074.jpg,Test,"(5039, 3289, 3)",49719813,desmodium,lisse,alterné,composée,non,0,1,1,0
Dataset\Test\desmodium\desmodium075.jpg,Test,"(4745, 3186, 3)",45352710,desmodium,lisse,alterné,composée,non,0,1,1,0
Dataset\Test\desmodium\desmodium076.jpg,Test,"(5090, 3296, 3)",50329920,desmodium,lisse,alterné,composée,non,0,1,1,0
Dataset\Test\desmodium\desmodium077.jpg,Test,"(4918, 3283, 3)",48437382,desmodium,lisse,alterné,composée,non,0,1,1,0
Dataset\Test\desmodium\desmodium078.jpg,Test,"(5006, 3321, 3)",49874778,desmodium,lisse,alterné,composée,non,0,1,1,0
Dataset\Test\desmodium\desmodium079.jpg,Test,"(4834, 3108, 3)",45072216,desmodium,lisse,alterné,composée,non,0,1,1,0
Dataset\Test\desmodium\desmodium080.jpg,Test,"(5033, 3301, 3)",49841799,desmodium,lisse,alterné,composée,non,0,1,1,0
Dataset\Test\eugenia\eugenia071.jpg,Test,"(5053, 3272, 3)",49600248,eugenia,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\eugenia\eugenia072.jpg,Test,"(4996, 3258, 3)",48830904,eugenia,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\eugenia\eugenia073.jpg,Test,"(5078, 3211, 3)",48916374,eugenia,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\eugenia\eugenia074.jpg,Test,"(5157, 3320, 3)",51363720,eugenia,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\eugenia\eugenia075.jpg,Test,"(5081, 3233, 3)",49280619,eugenia,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\eugenia\eugenia076.jpg,Test,"(5092, 3324, 3)",50777424,eugenia,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\eugenia\eugenia077.jpg,Test,"(5044, 3218, 3)",48694776,eugenia,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\eugenia\eugenia078.jpg,Test,"(5168, 3309, 3)",51302736,eugenia,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\eugenia\eugenia079.jpg,Test,"(5267, 3330, 3)",52617330,eugenia,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\eugenia\eugenia080.jpg,Test,"(5195, 3338, 3)",52022730,eugenia,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\laurus\laurus071.jpg,Test,"(5182, 3357, 3)",52187922,laurus,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\laurus\laurus072.jpg,Test,"(5092, 3271, 3)",49967796,laurus,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\laurus\laurus073.jpg,Test,"(5143, 3300, 3)",50915700,laurus,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\laurus\laurus074.jpg,Test,"(5130, 3309, 3)",50925510,laurus,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\laurus\laurus075.jpg,Test,"(5182, 3324, 3)",51674904,laurus,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\laurus\laurus076.jpg,Test,"(5174, 3357, 3)",52107354,laurus,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\laurus\laurus077.jpg,Test,"(4837, 3032, 3)",43997352,laurus,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\laurus\laurus078.jpg,Test,"(5160, 3278, 3)",50743440,laurus,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\laurus\laurus079.jpg,Test,"(5268, 3310, 3)",52311240,laurus,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\laurus\laurus080.jpg,Test,"(5174, 3318, 3)",51501996,laurus,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\litsea\litsea071.jpg,Test,"(5097, 3348, 3)",51194268,litsea,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\litsea\litsea072.jpg,Test,"(5023, 3238, 3)",48793422,litsea,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\litsea\litsea073.jpg,Test,"(5128, 3320, 3)",51074880,litsea,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\litsea\litsea074.jpg,Test,"(5159, 3305, 3)",51151485,litsea,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\litsea\litsea075.jpg,Test,"(4969, 3194, 3)",47612958,litsea,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\litsea\litsea076.jpg,Test,"(5158, 3301, 3)",51079674,litsea,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\litsea\litsea077.jpg,Test,"(5141, 3356, 3)",51759588,litsea,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\litsea\litsea078.jpg,Test,"(5121, 3277, 3)",50344551,litsea,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\litsea\litsea079.jpg,Test,"(4908, 3167, 3)",46630908,litsea,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\litsea\litsea080.jpg,Test,"(5091, 3435, 3)",52462755,litsea,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\magnolia\magnolia071.jpg,Test,"(5088, 3275, 3)",49989600,magnolia,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\magnolia\magnolia072.jpg,Test,"(5171, 3234, 3)",50169042,magnolia,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\magnolia\magnolia073.jpg,Test,"(5173, 3248, 3)",50405712,magnolia,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\magnolia\magnolia074.jpg,Test,"(5141, 3293, 3)",50787939,magnolia,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\magnolia\magnolia075.jpg,Test,"(5150, 3305, 3)",51062250,magnolia,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\magnolia\magnolia076.jpg,Test,"(5102, 3196, 3)",48917976,magnolia,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\magnolia\magnolia077.jpg,Test,"(5165, 3343, 3)",51799785,magnolia,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\magnolia\magnolia078.jpg,Test,"(4941, 3211, 3)",47596653,magnolia,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\magnolia\magnolia079.jpg,Test,"(5126, 3364, 3)",51731592,magnolia,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\magnolia\magnolia080.jpg,Test,"(5308, 3360, 3)",53504640,magnolia,lisse,alterné,simple,oui,0,1,0,1
Dataset\Test\monimiaceae\monimiaceae071.jpg,Test,"(5033, 3263, 3)",49268037,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\monimiaceae\monimiaceae072.jpg,Test,"(5023, 3235, 3)",48748215,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\monimiaceae\monimiaceae073.jpg,Test,"(5156, 3338, 3)",51632184,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\monimiaceae\monimiaceae074.jpg,Test,"(5163, 3362, 3)",52074018,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\monimiaceae\monimiaceae075.jpg,Test,"(5134, 3376, 3)",51997152,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\monimiaceae\monimiaceae076.jpg,Test,"(5105, 3328, 3)",50968320,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\monimiaceae\monimiaceae077.jpg,Test,"(5044, 3236, 3)",48967152,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\monimiaceae\monimiaceae078.jpg,Test,"(5085, 3288, 3)",50158440,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\monimiaceae\monimiaceae079.jpg,Test,"(5194, 3330, 3)",51888060,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\monimiaceae\monimiaceae080.jpg,Test,"(5163, 3383, 3)",52399287,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Dataset\Test\rubus\rubus071.jpg,Test,"(5245, 3287, 3)",51720945,rubus,denté,alterné,composée,oui,1,1,1,1
Dataset\Test\rubus\rubus072.jpg,Test,"(5072, 3261, 3)",49619376,rubus,denté,alterné,composée,oui,1,1,1,1
Dataset\Test\rubus\rubus073.jpg,Test,"(5178, 3321, 3)",51588414,rubus,denté,alterné,composée,oui,1,1,1,1
Dataset\Test\rubus\rubus074.jpg,Test,"(5094, 3296, 3)",50369472,rubus,denté,alterné,composée,oui,1,1,1,1
Dataset\Test\rubus\rubus075.jpg,Test,"(5109, 3331, 3)",51054237,rubus,denté,alterné,composée,oui,1,1,1,1
Dataset\Test\rubus\rubus076.jpg,Test,"(5095, 3227, 3)",49324695,rubus,denté,alterné,composée,oui,1,1,1,1
Dataset\Test\rubus\rubus077.jpg,Test,"(4967, 3187, 3)",47489487,rubus,denté,alterné,composée,oui,1,1,1,1
Dataset\Test\rubus\rubus078.jpg,Test,"(5058, 3118, 3)",47312532,rubus,denté,alterné,composée,oui,1,1,1,1
Dataset\Test\rubus\rubus079.jpg,Test,"(5152, 3372, 3)",52117632,rubus,denté,alterné,composée,oui,1,1,1,1
Dataset\Test\rubus\rubus080.jpg,Test,"(5043, 3266, 3)",49411314,rubus,denté,alterné,composée,oui,1,1,1,1
Dataset\Test\ulmus\ulmus071.jpg,Test,"(4983, 3170, 3)",47388330,ulmus,denté,alterné,simple,oui,1,1,0,1
Dataset\Test\ulmus\ulmus072.jpg,Test,"(5149, 3308, 3)",51098676,ulmus,denté,alterné,simple,oui,1,1,0,1
Dataset\Test\ulmus\ulmus073.jpg,Test,"(5148, 3321, 3)",51289524,ulmus,denté,alterné,simple,oui,1,1,0,1
Dataset\Test\ulmus\ulmus074.jpg,Test,"(5145, 3301, 3)",50950935,ulmus,denté,alterné,simple,oui,1,1,0,1
Dataset\Test\ulmus\ulmus075.jpg,Test,"(4631, 3345, 3)",46472085,ulmus,denté,alterné,simple,oui,1,1,0,1
Dataset\Test\ulmus\ulmus076.jpg,Test,"(5020, 3259, 3)",49080540,ulmus,denté,alterné,simple,oui,1,1,0,1
Dataset\Test\ulmus\ulmus077.jpg,Test,"(5145, 3317, 3)",51197895,ulmus,denté,alterné,simple,oui,1,1,0,1
Dataset\Test\ulmus\ulmus078.jpg,Test,"(4979, 3175, 3)",47424975,ulmus,denté,alterné,simple,oui,1,1,0,1
Dataset\Test\ulmus\ulmus079.jpg,Test,"(5165, 3318, 3)",51412410,ulmus,denté,alterné,simple,oui,1,1,0,1
Dataset\Test\ulmus\ulmus080.jpg,Test,"(5077, 3323, 3)",50612613,ulmus,denté,alterné,simple,oui,1,1,0,1
