ImagePath,Type,ImageShape,ImageSize,Herbarium,Bord,Phyllotaxie,TypeFeuille,Ligneux,binaryBord,binaryPhyllotaxie,binaryTypeFeuille,binaryLigneux
Transformed_Dataset\Test\convolvulaceae\convolvulaceae078.jpg,Validation,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Test\convolvulaceae\convolvulaceae080.jpg,Validation,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Test\convolvulaceae\convolvulaceae071.jpg,Validation,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Test\convolvulaceae\convolvulaceae074.jpg,Validation,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Test\convolvulaceae\convolvulaceae076.jpg,Validation,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Test\desmodium\desmodium080.jpg,Validation,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Test\desmodium\desmodium079.jpg,Validation,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Test\desmodium\desmodium074.jpg,Validation,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Test\desmodium\desmodium071.jpg,Validation,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Test\desmodium\desmodium073.jpg,Validation,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Test\desmodium\desmodium078.jpg,Validation,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Test\desmodium\desmodium077.jpg,Validation,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Test\desmodium\desmodium076.jpg,Validation,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Test\eugenia\eugenia080.jpg,Validation,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\eugenia\eugenia075.jpg,Validation,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\eugenia\eugenia073.jpg,Validation,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\eugenia\eugenia074.jpg,Validation,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\eugenia\eugenia078.jpg,Validation,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\eugenia\eugenia076.jpg,Validation,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\eugenia\eugenia071.jpg,Validation,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\eugenia\eugenia079.jpg,Validation,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\laurus\laurus074.jpg,Validation,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\laurus\laurus079.jpg,Validation,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\laurus\laurus077.jpg,Validation,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\laurus\laurus076.jpg,Validation,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\laurus\laurus072.jpg,Validation,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\laurus\laurus078.jpg,Validation,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\laurus\laurus073.jpg,Validation,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\laurus\laurus075.jpg,Validation,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\litsea\litsea080.jpg,Validation,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Test\litsea\litsea075.jpg,Validation,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Test\litsea\litsea073.jpg,Validation,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Test\litsea\litsea072.jpg,Validation,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Test\litsea\litsea079.jpg,Validation,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Test\litsea\litsea071.jpg,Validation,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Test\litsea\litsea078.jpg,Validation,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Test\litsea\litsea076.jpg,Validation,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Test\magnolia\magnolia072.jpg,Validation,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Test\magnolia\magnolia076.jpg,Validation,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Test\magnolia\magnolia078.jpg,Validation,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Test\magnolia\magnolia071.jpg,Validation,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Test\magnolia\magnolia079.jpg,Validation,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Test\magnolia\magnolia080.jpg,Validation,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Test\magnolia\magnolia073.jpg,Validation,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Test\magnolia\magnolia074.jpg,Validation,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Test\monimiaceae\monimiaceae071.jpg,Validation,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\monimiaceae\monimiaceae076.jpg,Validation,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\monimiaceae\monimiaceae077.jpg,Validation,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\monimiaceae\monimiaceae072.jpg,Validation,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\monimiaceae\monimiaceae074.jpg,Validation,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\monimiaceae\monimiaceae078.jpg,Validation,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\monimiaceae\monimiaceae080.jpg,Validation,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\monimiaceae\monimiaceae075.jpg,Validation,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Test\rubus\rubus071.jpg,Validation,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Test\rubus\rubus074.jpg,Validation,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Test\rubus\rubus080.jpg,Validation,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Test\rubus\rubus079.jpg,Validation,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Test\rubus\rubus072.jpg,Validation,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Test\rubus\rubus076.jpg,Validation,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Test\rubus\rubus078.jpg,Validation,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Test\rubus\rubus073.jpg,Validation,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Test\ulmus\ulmus075.jpg,Validation,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Test\ulmus\ulmus079.jpg,Validation,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Test\ulmus\ulmus074.jpg,Validation,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Test\ulmus\ulmus071.jpg,Validation,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Test\ulmus\ulmus080.jpg,Validation,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Test\ulmus\ulmus073.jpg,Validation,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Test\ulmus\ulmus072.jpg,Validation,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Test\ulmus\ulmus076.jpg,Validation,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
