ImagePath,Type,ImageShape,ImageSize,Herbarium,Bord,Phyllotaxie,TypeFeuille,Ligneux,binaryBord,binaryPhyllotaxie,binaryTypeFeuille,binaryLigneux
Transformed_Dataset\Train\castanea\castarea097.jpg,Train,"(512, 512, 3)",786432,castanea,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\castanea\castarea098.jpg,Train,"(512, 512, 3)",786432,castanea,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\castanea\castarea099.jpg,Train,"(512, 512, 3)",786432,castanea,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\castanea\castarea100.jpg,Train,"(512, 512, 3)",786432,castanea,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\convolvulaceae\convolvulaceae081.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae082.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae083.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae084.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae085.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae086.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae087.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae088.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae089.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae090.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae091.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae092.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae093.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae094.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae095.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae096.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae097.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae098.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae099.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\convolvulaceae\convolvulaceae100.jpg,Train,"(512, 512, 3)",786432,convolvulaceae,lisse,alterné,simple,non,0,1,0,0
Transformed_Dataset\Train\desmodium\desmodium081.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium082.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium083.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium084.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium085.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium086.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium087.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium088.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium089.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium090.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium091.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium092.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium093.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium094.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium095.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium096.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium097.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium098.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium099.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\desmodium\desmodium100.jpg,Train,"(512, 512, 3)",786432,desmodium,lisse,alterné,composée,non,0,1,1,0
Transformed_Dataset\Train\eugenia\eugenia081.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia082.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia083.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia084.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia085.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia086.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia087.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia088.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia089.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia090.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia091.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia092.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia093.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia094.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia095.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia096.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia097.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia098.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia099.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\eugenia\eugenia100.jpg,Train,"(512, 512, 3)",786432,eugenia,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus081.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus082.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus083.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus084.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus085.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus086.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus087.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus088.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus089.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus090.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus091.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus092.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus093.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus094.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus095.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus096.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus097.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus098.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus099.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\laurus\laurus100.jpg,Train,"(512, 512, 3)",786432,laurus,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\litsea\litsea081.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea082.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea083.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea084.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea085.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea086.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea087.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea088.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea089.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea090.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea091.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea092.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea093.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea094.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea095.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea096.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea097.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea098.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea099.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\litsea\litsea100.jpg,Train,"(512, 512, 3)",786432,litsea,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia081.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia082.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia083.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia084.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia085.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia086.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia087.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia088.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia089.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia090.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia091.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia092.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia093.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia094.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia095.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia096.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia097.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia098.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia099.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\magnolia\magnolia100.jpg,Train,"(512, 512, 3)",786432,magnolia,lisse,alterné,simple,oui,0,1,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae081.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae082.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae083.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae084.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae085.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae086.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae087.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae088.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae089.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae090.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae091.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae092.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae093.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae094.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae095.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae096.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae097.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae098.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae099.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\monimiaceae\monimiaceae100.jpg,Train,"(512, 512, 3)",786432,monimiaceae,lisse,opposé,simple,oui,0,0,0,1
Transformed_Dataset\Train\rubus\rubus081.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\rubus\rubus082.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\rubus\rubus083.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\rubus\rubus084.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\rubus\rubus085.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\rubus\rubus086.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\rubus\rubus087.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\rubus\rubus088.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\rubus\rubus089.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\rubus\rubus090.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\rubus\rubus091.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\rubus\rubus092.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
